Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Acidobacteriota;Terriglobia;Terriglobales	1.0	33.0	6.0	37.0	17.0	31.0	0.0	16.0	0.0	2.0	0.0	12.0	6.0	14.0	28.0	3.0	30.0	15.0	18.0	4.0	23.0	77.0	9.0	40.0	81.0	26.0	85.0	5.0	1.0	4.0	15.0	10.0	0.0	97.0	141.0	2.0	23.0	11.0	62.0	0.0	14.0	39.0	24.0	9.0	21.0	0.0	8.0	12.0	12.0	7.0	0.0
Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales	2.0	0.0	0.0	2.0	1.0	5.0	17.0	0.0	0.0	22.0	0.0	1.0	1.0	1.0	2.0	29.0	7.0	3.0	4.0	0.0	6.0	1.0	14.0	8.0	2.0	6.0	1.0	0.0	14.0	0.0	14.0	1.0	18.0	12.0	0.0	16.0	7.0	5.0	2.0	0.0	6.0	6.0	5.0	1.0	2.0	1.0	4.0	1.0	3.0	3.0	0.0
Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales	222.0	143.0	42.0	219.0	85.0	232.0	86.0	276.0	46.0	108.0	7.0	198.0	82.0	201.0	97.0	226.0	365.0	225.0	292.0	11.0	54.0	79.0	370.0	301.0	127.0	169.0	94.0	51.0	121.0	116.0	265.0	198.0	82.0	326.0	212.0	104.0	239.0	224.0	171.0	5.0	159.0	194.0	163.0	85.0	117.0	103.0	199.0	218.0	196.0	56.0	3.0
Bacteria;Actinomycetota;Actinobacteria;Acidothermales	4.0	38.0	6.0	21.0	6.0	19.0	3.0	23.0	2.0	0.0	1.0	31.0	2.0	40.0	31.0	2.0	34.0	10.0	15.0	3.0	0.0	58.0	21.0	35.0	54.0	19.0	66.0	0.0	2.0	1.0	22.0	18.0	1.0	103.0	235.0	3.0	18.0	37.0	114.0	4.0	5.0	36.0	19.0	2.0	12.0	6.0	1.0	19.0	32.0	4.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales	0.0	7.0	3.0	0.0	0.0	1.0	2.0	11.0	7.0	5.0	82.0	4.0	0.0	5.0	1.0	0.0	0.0	12.0	10.0	2.0	0.0	12.0	12.0	1.0	0.0	0.0	14.0	8.0	4.0	24.0	1.0	7.0	10.0	1.0	5.0	5.0	1.0	2.0	2.0	10.0	1.0	6.0	0.0	0.0	5.0	20.0	0.0	18.0	2.0	0.0	5.0
Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales	29.0	133.0	50.0	46.0	48.0	131.0	56.0	140.0	66.0	52.0	38.0	47.0	62.0	52.0	125.0	35.0	71.0	47.0	88.0	39.0	31.0	61.0	49.0	90.0	56.0	69.0	59.0	68.0	84.0	81.0	69.0	33.0	50.0	44.0	51.0	36.0	57.0	72.0	49.0	55.0	25.0	64.0	59.0	118.0	41.0	34.0	63.0	52.0	57.0	72.0	125.0
Bacteria;Actinomycetota;Actinobacteria;Catenulisporales	0.0	22.0	1.0	17.0	2.0	19.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	10.0	49.0	0.0	77.0	2.0	55.0	1.0	0.0	108.0	19.0	71.0	107.0	44.0	107.0	0.0	1.0	0.0	31.0	1.0	0.0	50.0	57.0	0.0	56.0	8.0	27.0	1.0	0.0	22.0	43.0	3.0	1.0	1.0	3.0	4.0	25.0	1.0	1.0
Bacteria;Actinomycetota;Actinobacteria;Geodermatophilales	109.0	78.0	96.0	122.0	140.0	76.0	84.0	114.0	18.0	79.0	79.0	125.0	62.0	81.0	163.0	83.0	79.0	59.0	48.0	121.0	83.0	109.0	152.0	156.0	88.0	104.0	138.0	84.0	95.0	40.0	82.0	48.0	81.0	679.0	659.0	53.0	75.0	327.0	429.0	4.0	159.0	113.0	82.0	109.0	92.0	38.0	37.0	72.0	166.0	86.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Glycomycetales	44.0	187.0	14.0	152.0	44.0	614.0	1.0	21.0	2.0	3.0	48.0	378.0	91.0	16.0	175.0	22.0	248.0	57.0	306.0	110.0	4.0	61.0	523.0	175.0	104.0	143.0	98.0	9.0	13.0	21.0	119.0	31.0	2.0	190.0	196.0	3.0	203.0	52.0	243.0	5.0	70.0	152.0	1049.0	131.0	304.0	51.0	52.0	57.0	81.0	38.0	2.0
Bacteria;Actinomycetota;Actinobacteria;Jatrophihabitantales	16.0	30.0	45.0	42.0	42.0	27.0	3.0	32.0	2.0	1.0	3.0	25.0	10.0	44.0	59.0	13.0	53.0	13.0	15.0	76.0	19.0	61.0	44.0	42.0	42.0	42.0	119.0	0.0	10.0	0.0	24.0	8.0	4.0	166.0	298.0	6.0	52.0	54.0	168.0	10.0	12.0	58.0	54.0	10.0	17.0	15.0	5.0	23.0	49.0	8.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Jiangellales	2.0	12.0	3.0	23.0	2.0	30.0	3.0	39.0	6.0	1.0	0.0	15.0	3.0	38.0	5.0	2.0	75.0	40.0	251.0	0.0	1.0	3.0	78.0	91.0	20.0	12.0	10.0	0.0	1.0	0.0	4.0	48.0	5.0	3.0	4.0	0.0	3.0	15.0	5.0	0.0	0.0	7.0	28.0	2.0	4.0	2.0	61.0	55.0	24.0	5.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Kineosporiales	43.0	18.0	23.0	43.0	22.0	18.0	35.0	28.0	4.0	54.0	2.0	20.0	25.0	15.0	50.0	29.0	18.0	10.0	11.0	6.0	32.0	24.0	55.0	98.0	18.0	33.0	24.0	6.0	13.0	0.0	5.0	5.0	28.0	161.0	145.0	6.0	26.0	82.0	176.0	0.0	25.0	32.0	20.0	15.0	45.0	2.0	9.0	15.0	61.0	59.0	1.0
Bacteria;Actinomycetota;Actinobacteria;Micrococcales	618.0	356.0	174.0	850.0	103.0	499.0	598.0	582.0	2551.0	745.0	577.0	573.0	618.0	396.0	808.0	421.0	625.0	414.0	267.0	60.0	458.0	364.0	1305.0	1020.0	590.0	675.0	482.0	200.0	258.0	1270.0	573.0	524.0	489.0	1707.0	1057.0	412.0	708.0	1931.0	1152.0	567.0	226.0	994.0	894.0	191.0	354.0	321.0	327.0	436.0	926.0	489.0	271.0
Bacteria;Actinomycetota;Actinobacteria;Micromonosporales	433.0	233.0	308.0	416.0	522.0	301.0	1473.0	621.0	83.0	301.0	7.0	363.0	324.0	848.0	407.0	6693.0	282.0	446.0	556.0	288.0	48.0	176.0	632.0	540.0	517.0	446.0	190.0	102.0	180.0	30.0	479.0	426.0	1487.0	378.0	242.0	256.0	283.0	328.0	645.0	3.0	285.0	187.0	299.0	335.0	627.0	196.0	276.0	435.0	544.0	210.0	4.0
Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales	42.0	656.0	155.0	1168.0	55.0	958.0	72.0	1102.0	99.0	82.0	1425.0	910.0	146.0	1374.0	1308.0	124.0	777.0	1394.0	305.0	130.0	376.0	235.0	841.0	430.0	320.0	402.0	204.0	78.0	49.0	816.0	349.0	1411.0	134.0	251.0	246.0	63.0	1156.0	816.0	311.0	317.0	56.0	1025.0	2851.0	99.0	153.0	124.0	1111.0	1183.0	676.0	246.0	28.0
Bacteria;Actinomycetota;Actinobacteria;Nakamurellales	4.0	9.0	4.0	4.0	1.0	0.0	8.0	11.0	0.0	10.0	0.0	7.0	10.0	20.0	8.0	0.0	7.0	6.0	3.0	2.0	13.0	16.0	7.0	6.0	6.0	2.0	30.0	0.0	5.0	0.0	3.0	1.0	9.0	14.0	44.0	1.0	6.0	11.0	26.0	0.0	2.0	15.0	9.0	2.0	3.0	0.0	0.0	7.0	13.0	3.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Other	57.0	151.0	8.0	206.0	17.0	156.0	28.0	466.0	40.0	9.0	58.0	169.0	14.0	446.0	117.0	35.0	248.0	435.0	122.0	13.0	8.0	83.0	135.0	143.0	114.0	159.0	81.0	9.0	21.0	48.0	82.0	740.0	38.0	278.0	391.0	27.0	148.0	239.0	255.0	7.0	42.0	203.0	68.0	19.0	61.0	29.0	275.0	395.0	339.0	24.0	5.0
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales	782.0	484.0	271.0	727.0	362.0	489.0	240.0	554.0	187.0	266.0	3814.0	449.0	452.0	494.0	539.0	433.0	596.0	418.0	238.0	1450.0	319.0	416.0	1290.0	728.0	507.0	820.0	507.0	162.0	499.0	1936.0	401.0	393.0	212.0	1695.0	1852.0	360.0	473.0	900.0	2012.0	595.0	673.0	617.0	644.0	285.0	429.0	205.0	229.0	475.0	678.0	361.0	6.0
Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales	156.0	247.0	50.0	244.0	392.0	780.0	8.0	215.0	31.0	5.0	33.0	3642.0	30.0	183.0	230.0	291.0	395.0	170.0	5524.0	57.0	12.0	96.0	1041.0	1176.0	370.0	195.0	112.0	230.0	70.0	103.0	150.0	190.0	8.0	406.0	174.0	141.0	178.0	139.0	215.0	3.0	286.0	328.0	335.0	102.0	77.0	34.0	205.0	138.0	238.0	46.0	15.0
Bacteria;Actinomycetota;Actinobacteria;Sporichthyales	29.0	49.0	6.0	21.0	25.0	9.0	40.0	47.0	1.0	21.0	6.0	35.0	23.0	61.0	32.0	28.0	63.0	16.0	28.0	1.0	4.0	28.0	25.0	35.0	26.0	28.0	44.0	1.0	24.0	1.0	9.0	16.0	19.0	31.0	24.0	9.0	29.0	21.0	27.0	0.0	19.0	58.0	11.0	6.0	5.0	6.0	11.0	15.0	13.0	12.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Streptomycetales	921.0	1946.0	3016.0	2126.0	2814.0	884.0	2257.0	814.0	68.0	362.0	223.0	1561.0	1070.0	400.0	5701.0	2778.0	1596.0	431.0	2222.0	1821.0	138.0	963.0	3432.0	1442.0	606.0	1438.0	1098.0	443.0	1036.0	184.0	1318.0	469.0	1677.0	1259.0	4104.0	610.0	1448.0	598.0	5179.0	222.0	1599.0	2085.0	3721.0	5337.0	2835.0	1332.0	1573.0	459.0	1553.0	614.0	19.0
Bacteria;Actinomycetota;Actinobacteria;Streptosporangiales	820.0	356.0	681.0	503.0	3663.0	533.0	609.0	766.0	75.0	95.0	97.0	1193.0	328.0	690.0	1152.0	1616.0	648.0	758.0	4159.0	86.0	6.0	203.0	1087.0	859.0	600.0	404.0	271.0	1071.0	225.0	14.0	550.0	1037.0	807.0	557.0	437.0	7489.0	557.0	448.0	378.0	34.0	2469.0	282.0	1637.0	916.0	2395.0	1326.0	684.0	867.0	1621.0	160.0	14.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	4.0	5.0	0.0	5.0	1.0	3.0	4.0	5.0	3.0	2.0	1.0	4.0	3.0	4.0	2.0	3.0	5.0	4.0	2.0	1.0	1.0	4.0	3.0	4.0	4.0	0.0	1.0	5.0	1.0	5.0	6.0	3.0	2.0	1.0	2.0	2.0	3.0	5.0	1.0	5.0	2.0	4.0	4.0	5.0	2.0	1.0	0.0	4.0	4.0	1.0	7.0
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
Bacteria;Actinomycetota;Nitriliruptoria;Euzebyales	0.0	0.0	1.0	1.0	0.0	1.0	0.0	82.0	4.0	0.0	0.0	5.0	0.0	16.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	11.0	1.0	42.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	18.0	17.0	1.0	0.0
Bacteria;Actinomycetota;Nitriliruptoria;Nitriliruptorales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Bacteria;Actinomycetota;Other;Other	23.0	39.0	3.0	52.0	4.0	52.0	4.0	319.0	51.0	9.0	4.0	37.0	3.0	172.0	10.0	21.0	53.0	262.0	21.0	10.0	0.0	19.0	64.0	80.0	46.0	45.0	28.0	20.0	21.0	21.0	65.0	336.0	7.0	92.0	26.0	14.0	17.0	97.0	33.0	0.0	14.0	25.0	28.0	9.0	5.0	13.0	162.0	231.0	78.0	8.0	3.0
Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales	1.0	3.0	1.0	0.0	0.0	11.0	0.0	11.0	5.0	0.0	17.0	1.0	0.0	2.0	1.0	0.0	0.0	19.0	0.0	1.0	3.0	1.0	7.0	3.0	3.0	11.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	1.0	1.0	0.0	2.0	21.0	4.0	0.0	1.0	0.0	5.0	2.0	2.0	0.0	7.0	15.0	8.0	1.0	0.0
Bacteria;Actinomycetota;Thermoleophilia;Gaiellales	42.0	215.0	16.0	319.0	35.0	266.0	4.0	308.0	67.0	3.0	132.0	176.0	16.0	288.0	230.0	14.0	327.0	267.0	115.0	20.0	8.0	379.0	314.0	450.0	584.0	274.0	561.0	49.0	4.0	31.0	374.0	171.0	3.0	1356.0	884.0	10.0	173.0	745.0	448.0	6.0	28.0	446.0	160.0	40.0	117.0	23.0	83.0	264.0	406.0	64.0	7.0
Bacteria;Actinomycetota;Thermoleophilia;Miltoncostaeales	2.0	8.0	7.0	2.0	1.0	3.0	7.0	15.0	1.0	6.0	0.0	5.0	4.0	9.0	8.0	7.0	10.0	2.0	1.0	1.0	10.0	5.0	13.0	10.0	3.0	3.0	7.0	0.0	2.0	0.0	1.0	5.0	9.0	11.0	4.0	2.0	3.0	17.0	11.0	0.0	3.0	7.0	2.0	1.0	6.0	1.0	2.0	3.0	11.0	5.0	0.0
Bacteria;Actinomycetota;Thermoleophilia;Other	4.0	6.0	0.0	5.0	1.0	10.0	0.0	14.0	8.0	0.0	0.0	7.0	2.0	14.0	8.0	1.0	4.0	9.0	7.0	1.0	0.0	2.0	18.0	7.0	5.0	16.0	4.0	0.0	2.0	0.0	11.0	16.0	2.0	27.0	8.0	0.0	11.0	30.0	6.0	0.0	3.0	8.0	1.0	3.0	1.0	2.0	3.0	11.0	13.0	3.0	0.0
Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales	122.0	113.0	97.0	128.0	222.0	171.0	141.0	184.0	30.0	83.0	29.0	96.0	78.0	175.0	119.0	398.0	211.0	142.0	110.0	50.0	121.0	102.0	271.0	181.0	149.0	190.0	169.0	459.0	220.0	156.0	240.0	146.0	121.0	436.0	471.0	421.0	113.0	372.0	281.0	1.0	182.0	156.0	96.0	74.0	120.0	69.0	98.0	179.0	304.0	48.0	1.0
Bacteria;Actinomycetota;Thermoleophilia;Thermoleophilales	1.0	2.0	0.0	6.0	0.0	11.0	0.0	19.0	3.0	0.0	0.0	5.0	1.0	16.0	3.0	0.0	5.0	17.0	3.0	0.0	1.0	6.0	6.0	11.0	9.0	5.0	1.0	0.0	0.0	0.0	6.0	11.0	0.0	17.0	5.0	0.0	5.0	25.0	2.0	0.0	1.0	6.0	3.0	1.0	1.0	1.0	2.0	16.0	8.0	2.0	1.0
Bacteria;Armatimonadota;Armatimonadia;Armatimonadales	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	5.0	4.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0
