Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Chloroflexota;Dehalococcoidia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Chloroflexota;Ktedonobacteria	2.0	13.0	1.0	27.0	10.0	15.0	0.0	18.0	2.0	1.0	1.0	16.0	1.0	7.0	42.0	0.0	53.0	6.0	21.0	0.0	1.0	38.0	28.0	63.0	78.0	20.0	47.0	0.0	1.0	0.0	32.0	6.0	1.0	121.0	91.0	0.0	12.0	51.0	80.0	0.0	0.0	14.0	18.0	4.0	16.0	1.0	0.0	3.0	18.0	5.0	0.0
Bacteria;Chloroflexota;Other	15.0	40.0	1.0	48.0	1.0	209.0	13.0	42.0	15.0	42.0	0.0	51.0	1.0	38.0	6.0	14.0	185.0	74.0	71.0	2.0	5.0	11.0	113.0	135.0	69.0	63.0	12.0	6.0	7.0	1109.0	171.0	73.0	23.0	74.0	8.0	15.0	68.0	141.0	12.0	0.0	6.0	75.0	38.0	0.0	10.0	10.0	34.0	99.0	78.0	20.0	0.0
Bacteria;Chloroflexota;Tepidiformia	28.0	27.0	8.0	39.0	20.0	46.0	40.0	51.0	7.0	42.0	0.0	33.0	18.0	44.0	21.0	26.0	48.0	43.0	18.0	1.0	12.0	25.0	21.0	32.0	17.0	27.0	30.0	22.0	19.0	55.0	22.0	49.0	35.0	47.0	71.0	12.0	30.0	48.0	41.0	0.0	16.0	25.0	22.0	7.0	12.0	24.0	34.0	48.0	36.0	6.0	0.0
Bacteria;Cyanobacteriota;Cyanophyceae	3071.0	9475.0	2161.0	2806.0	3392.0	6585.0	5962.0	3724.0	8067.0	9709.0	1706.0	2254.0	8640.0	6586.0	1139.0	786.0	2868.0	2713.0	2158.0	17.0	9396.0	4019.0	1986.0	4094.0	8872.0	11223.0	4761.0	1316.0	1671.0	1483.0	5518.0	3822.0	5692.0	75.0	50.0	2510.0	757.0	2670.0	28.0	21.0	6502.0	4568.0	1805.0	2669.0	2529.0	5164.0	2661.0	2691.0	4313.0	5652.0	108.0
Bacteria;Deferribacterota;Deferribacteres	0.0	0.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	1.0	0.0
Bacteria;Deinococcota;Deinococci	14.0	22.0	27.0	28.0	1.0	20.0	33.0	85.0	42.0	85.0	7.0	55.0	43.0	69.0	4.0	9.0	14.0	143.0	5.0	3.0	41.0	16.0	18.0	56.0	10.0	10.0	14.0	1.0	11.0	350.0	6.0	98.0	45.0	19.0	35.0	3.0	2.0	126.0	19.0	49.0	11.0	25.0	12.0	2.0	34.0	28.0	63.0	189.0	93.0	15.0	2.0
Bacteria;Fibrobacterota;Chitinispirillia	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Fibrobacterota;Fibrobacteria	60.0	44.0	18.0	38.0	8.0	141.0	14.0	8.0	0.0	15.0	0.0	22.0	1.0	5.0	24.0	34.0	23.0	8.0	33.0	0.0	4.0	37.0	10.0	55.0	46.0	6.0	41.0	131.0	18.0	0.0	17.0	4.0	11.0	1.0	1.0	69.0	147.0	10.0	1.0	0.0	27.0	28.0	2.0	83.0	62.0	161.0	27.0	9.0	13.0	11.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia	0.0	4.0	21.0	3.0	3.0	4.0	15.0	8.0	2.0	22.0	48.0	2.0	0.0	0.0	0.0	9.0	0.0	4.0	4.0	6.0	0.0	6.0	6.0	2.0	6.0	2.0	6.0	22.0	1.0	7.0	0.0	4.0	21.0	9.0	23.0	19.0	0.0	0.0	25.0	16.0	0.0	1.0	0.0	0.0	15.0	15.0	3.0	8.0	3.0	0.0	3.0
Bacteria;Gemmatimonadota;Gemmatimonadia	412.0	102.0	457.0	252.0	814.0	133.0	325.0	136.0	21.0	410.0	42.0	154.0	239.0	143.0	64.0	301.0	279.0	145.0	175.0	166.0	366.0	90.0	147.0	366.0	185.0	87.0	120.0	208.0	564.0	125.0	60.0	118.0	411.0	692.0	511.0	303.0	150.0	375.0	406.0	90.0	634.0	167.0	45.0	423.0	334.0	352.0	163.0	154.0	217.0	189.0	3.0
Bacteria;Gemmatimonadota;Longimicrobia	51.0	30.0	79.0	49.0	41.0	43.0	62.0	73.0	13.0	105.0	20.0	62.0	64.0	48.0	28.0	48.0	52.0	67.0	20.0	169.0	46.0	51.0	39.0	57.0	23.0	45.0	62.0	17.0	42.0	30.0	18.0	71.0	103.0	129.0	200.0	34.0	60.0	125.0	165.0	102.0	59.0	51.0	13.0	44.0	55.0	28.0	76.0	66.0	70.0	39.0	2.0
Bacteria;Gemmatimonadota;Other	52.0	74.0	34.0	55.0	53.0	37.0	63.0	81.0	32.0	106.0	3.0	58.0	18.0	128.0	18.0	48.0	70.0	127.0	47.0	21.0	66.0	17.0	47.0	60.0	26.0	23.0	8.0	45.0	39.0	21.0	22.0	85.0	77.0	126.0	78.0	17.0	25.0	98.0	56.0	1.0	65.0	77.0	15.0	58.0	40.0	77.0	62.0	111.0	68.0	25.0	0.0
Bacteria;Latescibacteria;Unclassified	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Marinimicrobia;Unclassified	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes	0.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Nitrospinota;Nitrospinia	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	2.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Nitrospirota;Nitrospiria	3.0	13.0	3.0	45.0	8.0	43.0	0.0	28.0	13.0	1.0	0.0	25.0	0.0	36.0	6.0	5.0	33.0	33.0	20.0	0.0	0.0	25.0	27.0	53.0	72.0	21.0	17.0	0.0	1.0	1.0	15.0	52.0	0.0	50.0	25.0	1.0	3.0	59.0	19.0	0.0	4.0	31.0	15.0	5.0	9.0	6.0	25.0	48.0	27.0	11.0	0.0
Bacteria;Other;Other	1046.0	550.0	388.0	755.0	288.0	1099.0	541.0	1073.0	252.0	718.0	776.0	694.0	459.0	856.0	496.0	571.0	1019.0	1147.0	865.0	315.0	386.0	624.0	837.0	1139.0	791.0	708.0	808.0	505.0	522.0	404.0	722.0	1146.0	631.0	1111.0	1058.0	526.0	606.0	1870.0	718.0	81.0	642.0	727.0	390.0	428.0	612.0	723.0	847.0	1158.0	1113.0	365.0	59.0
Bacteria;Parcubacteria;Unclassified	163.0	48.0	75.0	139.0	24.0	85.0	175.0	56.0	18.0	203.0	1.0	97.0	137.0	59.0	122.0	48.0	110.0	100.0	113.0	6.0	106.0	95.0	2.0	104.0	106.0	26.0	101.0	23.0	185.0	78.0	32.0	89.0	194.0	18.0	24.0	73.0	262.0	114.0	27.0	0.0	135.0	72.0	9.0	134.0	216.0	430.0	103.0	115.0	82.0	97.0	19.0
Bacteria;Planctomycetota;Other	0.0	22.0	0.0	2.0	0.0	11.0	11.0	21.0	9.0	11.0	0.0	18.0	0.0	21.0	1.0	0.0	5.0	28.0	14.0	0.0	0.0	3.0	4.0	12.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	26.0	9.0	0.0	1.0	0.0	9.0	23.0	0.0	0.0	0.0	41.0	2.0	1.0	0.0	0.0	33.0	21.0	33.0	0.0	0.0
Bacteria;Planctomycetota;Phycisphaerae	5.0	30.0	13.0	27.0	2.0	28.0	47.0	36.0	5.0	67.0	2.0	26.0	34.0	41.0	7.0	8.0	39.0	42.0	35.0	5.0	105.0	15.0	10.0	21.0	21.0	7.0	12.0	0.0	6.0	38.0	3.0	42.0	54.0	9.0	11.0	4.0	71.0	25.0	5.0	0.0	2.0	44.0	5.0	8.0	6.0	18.0	64.0	46.0	31.0	19.0	1.0
Bacteria;Planctomycetota;Planctomycetia	50.0	61.0	53.0	181.0	131.0	83.0	38.0	45.0	11.0	52.0	5.0	48.0	82.0	64.0	106.0	45.0	178.0	68.0	51.0	77.0	99.0	78.0	74.0	174.0	168.0	103.0	102.0	80.0	78.0	2.0	139.0	46.0	36.0	130.0	310.0	26.0	176.0	154.0	179.0	1.0	98.0	188.0	62.0	181.0	57.0	28.0	79.0	52.0	101.0	141.0	1.0
Bacteria;Poribacteria;Unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria	8425.0	5618.0	11811.0	9593.0	6619.0	5380.0	7082.0	10555.0	6620.0	6785.0	8855.0	8545.0	12640.0	9108.0	6148.0	5954.0	6671.0	8984.0	4889.0	3461.0	11719.0	5959.0	7195.0	7636.0	5076.0	6908.0	7031.0	8916.0	6687.0	5278.0	5612.0	8961.0	8716.0	7902.0	7501.0	6165.0	7719.0	8273.0	6226.0	5356.0	6562.0	9392.0	4593.0	8059.0	6501.0	6333.0	9186.0	8819.0	6955.0	10220.0	6121.0
Bacteria;Pseudomonadota;Betaproteobacteria	2273.0	2370.0	2808.0	2130.0	2016.0	1026.0	1721.0	1256.0	586.0	1627.0	1584.0	1254.0	1238.0	1545.0	3568.0	1525.0	1380.0	998.0	1052.0	989.0	2641.0	16230.0	690.0	1974.0	1287.0	2399.0	13566.0	5154.0	1671.0	1882.0	633.0	699.0	1892.0	1093.0	657.0	1049.0	4459.0	856.0	454.0	5060.0	2747.0	2358.0	540.0	2132.0	2019.0	2098.0	965.0	915.0	624.0	2198.0	2492.0
Bacteria;Pseudomonadota;Deltaproteobacteria	466.0	284.0	280.0	340.0	258.0	697.0	367.0	329.0	80.0	576.0	340.0	336.0	270.0	306.0	187.0	428.0	578.0	506.0	637.0	188.0	223.0	136.0	310.0	731.0	292.0	203.0	195.0	1115.0	404.0	237.0	399.0	319.0	390.0	330.0	259.0	391.0	914.0	499.0	245.0	339.0	414.0	538.0	144.0	387.0	578.0	592.0	413.0	458.0	355.0	218.0	164.0
Bacteria;Pseudomonadota;Gammaproteobacteria	1354.0	1297.0	2939.0	1185.0	1641.0	1653.0	2806.0	2372.0	13599.0	2771.0	6093.0	2130.0	2840.0	2088.0	1372.0	1788.0	2147.0	2497.0	1513.0	4131.0	3110.0	1481.0	1039.0	1995.0	1386.0	956.0	1834.0	8423.0	2055.0	26478.0	1256.0	1798.0	2932.0	1475.0	2084.0	2064.0	1868.0	1750.0	1556.0	8731.0	2259.0	2240.0	833.0	3023.0	2465.0	3272.0	2648.0	2420.0	1742.0	3319.0	2396.0
Bacteria;Pseudomonadota;Oligoflexia	23.0	27.0	16.0	31.0	8.0	39.0	50.0	78.0	19.0	69.0	0.0	83.0	32.0	86.0	7.0	13.0	21.0	117.0	28.0	15.0	72.0	13.0	7.0	34.0	12.0	14.0	9.0	64.0	79.0	18.0	24.0	88.0	75.0	13.0	20.0	20.0	42.0	49.0	14.0	107.0	18.0	60.0	8.0	73.0	32.0	72.0	39.0	59.0	31.0	93.0	1.0
Bacteria;Pseudomonadota;Other	51.0	52.0	98.0	44.0	9.0	44.0	46.0	27.0	12.0	42.0	48.0	31.0	30.0	61.0	38.0	33.0	37.0	45.0	43.0	5.0	166.0	48.0	11.0	70.0	34.0	32.0	56.0	127.0	42.0	36.0	28.0	27.0	56.0	22.0	17.0	34.0	52.0	28.0	14.0	1.0	53.0	67.0	13.0	98.0	73.0	70.0	44.0	42.0	35.0	134.0	0.0
Bacteria;Rhodothermota;Rhodothermia	11.0	15.0	10.0	6.0	2.0	19.0	18.0	34.0	3.0	11.0	0.0	59.0	6.0	10.0	8.0	6.0	15.0	35.0	9.0	1.0	1.0	3.0	5.0	16.0	5.0	8.0	7.0	0.0	1.0	0.0	4.0	34.0	34.0	6.0	14.0	1.0	5.0	63.0	8.0	0.0	2.0	7.0	2.0	1.0	7.0	10.0	27.0	45.0	45.0	4.0	0.0
Bacteria;SR1;Unclassified	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia	0.0	0.0	5.0	1.0	3.0	1.0	3.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	0.0	5.0	4.0	4.0	0.0	2.0	1.0	1.0	1.0	1.0	8.0	2.0	2.0	1.0	1.0	0.0	0.0	10.0	1.0	0.0	4.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Synergistota;Synergistia	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Thermomicrobiota;Thermomicrobia	515.0	165.0	220.0	311.0	187.0	373.0	365.0	476.0	84.0	549.0	132.0	336.0	269.0	283.0	218.0	247.0	243.0	456.0	158.0	44.0	281.0	194.0	389.0	237.0	175.0	328.0	290.0	78.0	183.0	88.0	172.0	533.0	479.0	476.0	1440.0	94.0	220.0	475.0	898.0	1.0	228.0	237.0	397.0	140.0	272.0	122.0	316.0	461.0	440.0	157.0	3.0
Bacteria;Unclassified;Unclassified	0.0	3.0	0.0	4.0	1.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	12.0	8.0	4.0	0.0	0.0	0.0	5.0	1.0	0.0	39.0	30.0	0.0	3.0	2.0	14.0	0.0	0.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Verrucomicrobiota;Opitutia	13.0	30.0	16.0	20.0	10.0	40.0	25.0	55.0	11.0	12.0	0.0	21.0	14.0	30.0	22.0	33.0	15.0	20.0	23.0	0.0	40.0	22.0	4.0	22.0	13.0	5.0	15.0	48.0	7.0	15.0	9.0	12.0	47.0	9.0	3.0	12.0	16.0	10.0	0.0	0.0	13.0	13.0	1.0	43.0	32.0	37.0	14.0	24.0	11.0	6.0	0.0
Bacteria;Verrucomicrobiota;Other	18.0	24.0	87.0	13.0	15.0	23.0	27.0	31.0	0.0	23.0	0.0	20.0	35.0	35.0	124.0	24.0	25.0	17.0	13.0	2.0	87.0	37.0	10.0	26.0	8.0	6.0	61.0	19.0	12.0	39.0	9.0	11.0	36.0	20.0	10.0	7.0	17.0	8.0	13.0	1.0	17.0	23.0	0.0	162.0	53.0	36.0	17.0	23.0	13.0	25.0	1.0
Bacteria;Verrucomicrobiota;Spartobacteria	3.0	1.0	2.0	5.0	8.0	25.0	8.0	3.0	0.0	4.0	0.0	1.0	6.0	1.0	5.0	43.0	10.0	2.0	11.0	3.0	5.0	1.0	2.0	13.0	6.0	0.0	0.0	11.0	4.0	51.0	4.0	0.0	11.0	25.0	6.0	32.0	10.0	5.0	8.0	33.0	4.0	8.0	5.0	17.0	12.0	8.0	2.0	0.0	0.0	4.0	0.0
Bacteria;Verrucomicrobiota;Terrimicrobia	6.0	102.0	4.0	15.0	0.0	9.0	0.0	6.0	5.0	0.0	1.0	53.0	0.0	15.0	10.0	4.0	6.0	2.0	3.0	0.0	23.0	1.0	0.0	4.0	2.0	14.0	4.0	38.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	5.0	11.0	3.0	0.0	0.0	16.0	26.0	2.0	9.0	9.0	0.0	3.0	2.0	7.0	2.0	0.0
Bacteria;Verrucomicrobiota;Verrucomicrobiia	24.0	58.0	12.0	52.0	12.0	50.0	48.0	28.0	42.0	63.0	0.0	43.0	148.0	58.0	19.0	79.0	36.0	20.0	38.0	0.0	34.0	9.0	11.0	81.0	14.0	24.0	3.0	41.0	89.0	46.0	13.0	46.0	60.0	3.0	1.0	10.0	48.0	7.0	1.0	0.0	18.0	25.0	19.0	46.0	24.0	37.0	24.0	14.0	13.0	34.0	2.0
Eukaryota;Plantae;Liliopsida	1.0	72.0	1.0	1.0	4.0	41.0	9.0	48.0	4.0	5.0	6.0	2.0	10.0	6.0	8.0	5.0	4.0	3.0	4.0	0.0	7.0	1.0	0.0	8.0	1.0	4.0	2.0	2.0	1.0	0.0	1.0	1.0	6.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	3.0	3.0	7.0	5.0	1.0	2.0	1.0	1.0	1.0	0.0
Unclassified;Other;Other	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
