Taxon	SCF1	GCF2	SBFA1	NCK3	SBFB2	NCF1	SBFA3	NBFB3	GCF1	SCFBF3	CS2	GCK3	SCK3	GCF3	GCFBF1	SBFB1	GBFB2	NCFBF3	NBFA3	CS1	SCF2	NBFB2	NBFA2	NCK1	NCK2	NBFA1	NBFB1	SCF3	SCK1	NCFBF1	GCFBF2	GCK1	SBFA2	CT3	CT1	SCFBF1	GBFB3	GBFA3	CT2	CS3	SCK2	GBFA2	NCF2	GBFB1	SCFBF2	SBFB3	NCF3	NCFBF2	GBFA1	GCFBF3	GCK2
Bacteria;Cyanobacteriota	3071.0	9475.0	2161.0	2806.0	3392.0	6585.0	5962.0	3724.0	8067.0	9709.0	1706.0	2254.0	8640.0	6586.0	1139.0	786.0	2868.0	2713.0	2158.0	17.0	9396.0	4019.0	1986.0	4094.0	8872.0	11223.0	4761.0	1316.0	1671.0	1483.0	5518.0	3822.0	5692.0	75.0	50.0	2510.0	757.0	2670.0	28.0	21.0	6502.0	4568.0	1805.0	2669.0	2529.0	5164.0	2661.0	2691.0	4313.0	5652.0	108.0
Bacteria;Deferribacterota	0.0	0.0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	1.0	0.0
Bacteria;Deinococcota	14.0	22.0	27.0	28.0	1.0	20.0	33.0	85.0	42.0	85.0	7.0	55.0	43.0	69.0	4.0	9.0	14.0	143.0	5.0	3.0	41.0	16.0	18.0	56.0	10.0	10.0	14.0	1.0	11.0	350.0	6.0	98.0	45.0	19.0	35.0	3.0	2.0	126.0	19.0	49.0	11.0	25.0	12.0	2.0	34.0	28.0	63.0	189.0	93.0	15.0	2.0
Bacteria;Fibrobacterota	60.0	44.0	18.0	38.0	8.0	143.0	14.0	8.0	0.0	15.0	0.0	22.0	1.0	5.0	24.0	34.0	23.0	8.0	33.0	0.0	4.0	37.0	10.0	55.0	46.0	7.0	41.0	131.0	18.0	0.0	17.0	4.0	11.0	1.0	1.0	69.0	147.0	10.0	1.0	0.0	27.0	28.0	2.0	83.0	62.0	161.0	27.0	10.0	13.0	11.0	0.0
Bacteria;Fusobacteriota	0.0	4.0	21.0	3.0	3.0	4.0	15.0	8.0	2.0	22.0	48.0	2.0	0.0	0.0	0.0	9.0	0.0	4.0	4.0	6.0	0.0	6.0	6.0	2.0	6.0	2.0	6.0	22.0	1.0	7.0	0.0	4.0	21.0	9.0	23.0	19.0	0.0	0.0	25.0	16.0	0.0	1.0	0.0	0.0	15.0	15.0	3.0	8.0	3.0	0.0	3.0
Bacteria;Gemmatimonadota	515.0	206.0	570.0	356.0	908.0	213.0	450.0	290.0	66.0	621.0	65.0	274.0	321.0	319.0	110.0	397.0	401.0	339.0	242.0	356.0	478.0	158.0	233.0	483.0	234.0	155.0	190.0	270.0	645.0	176.0	100.0	274.0	591.0	947.0	789.0	354.0	235.0	598.0	627.0	193.0	758.0	295.0	73.0	525.0	429.0	457.0	301.0	331.0	355.0	253.0	5.0
Bacteria;Latescibacteria	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Marinimicrobia	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota	0.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Nitrospinota	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	2.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Bacteria;Nitrospirota	3.0	13.0	3.0	45.0	8.0	43.0	0.0	28.0	13.0	1.0	0.0	25.0	0.0	36.0	6.0	5.0	33.0	33.0	20.0	0.0	0.0	25.0	27.0	53.0	72.0	21.0	17.0	0.0	1.0	1.0	15.0	52.0	0.0	50.0	25.0	1.0	3.0	59.0	19.0	0.0	4.0	31.0	15.0	5.0	9.0	6.0	25.0	48.0	27.0	11.0	0.0
Bacteria;Other	1046.0	550.0	388.0	755.0	288.0	1099.0	541.0	1073.0	252.0	718.0	776.0	694.0	459.0	856.0	496.0	571.0	1019.0	1147.0	865.0	315.0	386.0	624.0	837.0	1139.0	791.0	708.0	808.0	505.0	522.0	404.0	722.0	1146.0	631.0	1111.0	1058.0	526.0	606.0	1870.0	718.0	81.0	642.0	727.0	390.0	428.0	612.0	723.0	847.0	1158.0	1113.0	365.0	59.0
Bacteria;Parcubacteria	163.0	48.0	75.0	139.0	24.0	85.0	175.0	56.0	18.0	203.0	1.0	97.0	137.0	59.0	122.0	48.0	110.0	100.0	113.0	6.0	106.0	95.0	2.0	104.0	106.0	26.0	101.0	23.0	185.0	78.0	32.0	89.0	194.0	18.0	24.0	73.0	262.0	114.0	27.0	0.0	135.0	72.0	9.0	134.0	216.0	430.0	103.0	115.0	82.0	97.0	19.0
Bacteria;Planctomycetota	55.0	113.0	66.0	210.0	133.0	122.0	96.0	102.0	25.0	130.0	7.0	92.0	116.0	126.0	114.0	53.0	222.0	138.0	100.0	82.0	204.0	96.0	88.0	207.0	190.0	113.0	116.0	80.0	84.0	40.0	143.0	114.0	99.0	139.0	322.0	30.0	256.0	202.0	184.0	1.0	100.0	273.0	69.0	190.0	63.0	46.0	176.0	119.0	165.0	160.0	2.0
Bacteria;Poribacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota	12592.0	9648.0	17952.0	13323.0	10551.0	8839.0	12072.0	14617.0	20916.0	11870.0	16920.0	12379.0	17050.0	13194.0	11320.0	9741.0	10834.0	13147.0	8162.0	8789.0	17931.0	23867.0	9252.0	12440.0	8087.0	10512.0	22691.0	23799.0	10938.0	33929.0	7952.0	11892.0	14061.0	10835.0	10538.0	9723.0	15054.0	11455.0	8509.0	19594.0	12053.0	14655.0	6131.0	13772.0	11668.0	12437.0	13295.0	12713.0	9742.0	16182.0	11174.0
Bacteria;Rhodothermota	11.0	15.0	10.0	6.0	2.0	19.0	18.0	34.0	3.0	11.0	0.0	59.0	6.0	10.0	8.0	6.0	15.0	35.0	9.0	1.0	1.0	3.0	5.0	16.0	5.0	8.0	7.0	0.0	1.0	0.0	4.0	34.0	34.0	6.0	14.0	1.0	5.0	63.0	8.0	0.0	2.0	7.0	2.0	1.0	7.0	10.0	27.0	45.0	45.0	4.0	0.0
Bacteria;SR1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bacteria;Spirochaetota	0.0	0.0	5.0	1.0	3.0	1.0	3.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	0.0	5.0	4.0	4.0	0.0	2.0	1.0	1.0	1.0	1.0	8.0	2.0	2.0	1.0	1.0	0.0	0.0	10.0	1.0	0.0	4.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	1.0
Bacteria;Synergistota	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Bacteria;Thermomicrobiota	515.0	165.0	220.0	311.0	187.0	373.0	365.0	476.0	84.0	549.0	132.0	336.0	269.0	283.0	218.0	247.0	243.0	456.0	158.0	44.0	281.0	194.0	389.0	237.0	175.0	328.0	290.0	78.0	183.0	88.0	172.0	533.0	479.0	476.0	1440.0	94.0	220.0	475.0	898.0	1.0	228.0	237.0	397.0	140.0	272.0	122.0	316.0	461.0	440.0	157.0	3.0
Bacteria;Unclassified	0.0	3.0	0.0	4.0	1.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	4.0	12.0	8.0	4.0	0.0	0.0	0.0	5.0	1.0	0.0	39.0	30.0	0.0	3.0	2.0	14.0	0.0	0.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Verrucomicrobiota	64.0	215.0	121.0	105.0	45.0	147.0	108.0	123.0	58.0	102.0	1.0	138.0	203.0	139.0	180.0	183.0	92.0	61.0	88.0	5.0	189.0	70.0	27.0	146.0	43.0	49.0	83.0	157.0	112.0	151.0	36.0	72.0	154.0	57.0	20.0	66.0	102.0	33.0	22.0	34.0	68.0	95.0	27.0	277.0	130.0	118.0	60.0	63.0	44.0	71.0	3.0
Eukaryota;Plantae	1.0	72.0	1.0	1.0	4.0	41.0	9.0	48.0	4.0	5.0	6.0	2.0	10.0	6.0	8.0	5.0	4.0	3.0	4.0	0.0	7.0	1.0	0.0	8.0	1.0	4.0	2.0	2.0	1.0	0.0	1.0	1.0	6.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	3.0	3.0	7.0	5.0	1.0	2.0	1.0	1.0	1.0	0.0
Unclassified;Other	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
